canonical_smiles,molregno,synonyms,assay_id,standard_value,standard_type,standard_units
CC(C)(C)C(=O)CN1C(=O)[C@H](NC(=O)Nc2cccc(C(=O)O)c2)CN(C2CCCCC2)c2ccccc21,2341504,,1804558,3.22,Inhibition,%
c1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc3[nH]cnc3c2)n1,693368,,1804558,-3.53,Inhibition,%
CCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1CN(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,2341143,,1804558,10.83,Inhibition,%
O=c1cccc2n1C[C@H]1C[C@@H]2CN(CCN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)C1,2341370,,1804558,-1.96,Inhibition,%
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@@H]2CS1,2341157,,1804558,-2.35,Inhibition,%
CCOC(=O)C1=C(N)Oc2ccc(Br)cc2[C@H]1[C@H](C#N)C(=O)OCC,2341015,,1804558,49.92,Inhibition,%
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC)cc(C)cc1OC,2341378,,1804558,2.22,Inhibition,%
CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1,737906,,1804558,2.87,Inhibition,%
CSc1nc2ccc3nc(NC(=O)C(c4ccccc4)c4ccccc4)sc3c2s1,2341366,,1804558,-1.41,Inhibition,%
O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,2288570,,1804558,-9.43,Inhibition,%
O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,2283573,,1804558,-2.78,Inhibition,%
Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2F)c(=O)[nH]c1=O,2341120,,1804558,-1.57,Inhibition,%
CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1=Cc1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,2286651,,1804558,-5.71,Inhibition,%
COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,2341324,,1804558,9.18,Inhibition,%
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](OC(=O)CCN(C)C)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C,2341049,,1804558,30.46,Inhibition,%
Cc1cc(OCc2nc(-c3ccccc3Cl)cs2)ccc1OCC(=O)O,2341140,,1804558,-3.16,Inhibition,%
N#C/C(=C\c1cn(-c2ccccc2)c2ccccc12)C(=O)O,2341555,,1804558,41.38,Inhibition,%
N#CC[C@@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,714244,,1804558,-8.78,Inhibition,%
CCn1cnc(C(=O)NC)c1C(=O)NC,2341165,,1804558,9.05,Inhibition,%
C[C@@H](N[C@H]1CCCC[C@@H]1NC(=O)c1ccc(Cl)cc1)c1cccc2ccccc12,2341436,,1804558,30.31,Inhibition,%
Cc1cc(C(=CNc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1,2341106,,1804558,-2.81,Inhibition,%
Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O,2341275,,1804558,30.48,Inhibition,%
CCCCOc1ccc(-c2cncc(C(=O)NCc3cccnc3N3CCOCC3)c2)cc1Cl,2341124,,1804558,26.57,Inhibition,%
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(N)=O)ccc32)c2ccccc2)c1,2341042,,1804558,-6.36,Inhibition,%
CCCCNNC(=O)c1ccc(Br)cc1,2341514,,1804558,27.44,Inhibition,%
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,2276106,,1804558,2.13,Inhibition,%
C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,2341467,,1804558,-2.26,Inhibition,%
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1,1380049,,1804558,26.72,Inhibition,%
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N(C)[C@@H](CC(C)C)C(=O)NCC[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,2341554,,1804558,2.92,Inhibition,%
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1,2341314,,1804558,-3.78,Inhibition,%
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,674990,,1804558,6.42,Inhibition,%
C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,2341260,,1804558,22.48,Inhibition,%
CCOC(=O)c1ccccc1OC(N)=O,2341248,,1804558,42.45,Inhibition,%
CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,2335393,,1804558,21.1,Inhibition,%
NC(=O)[C@@H](CC1CC1)[C@@H](CCC(F)(F)F)C(=O)N[C@H]1N=C(c2ccccc2)c2cccc(F)c2NC1=O,2341193,,1804558,24.51,Inhibition,%
Cc1ccc([N+](=O)[O-])cc1O,2341485,,1804558,15.11,Inhibition,%
CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1,2341558,,1804558,7.8,Inhibition,%
COc1ccc(-c2nc(-c3ccc(-c4cccc(Cl)c4)o3)[nH]c2-c2ccc(OC)cc2)cc1,2341510,,1804558,30.85,Inhibition,%
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)COc3ccc(Br)cc3Cl)cc2)n1,2341251,,1804558,17.94,Inhibition,%
CCOC(=O)c1ccc(-n2cc(Cc3cnc(OCC)nc3)c(=O)nc2SCc2ccc(F)cc2)cc1,2341550,,1804558,3.99,Inhibition,%
C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)C(CCC(=O)O)C3C,2269448,,1804558,20.34,Inhibition,%
C[n+]1ccccc1CN=O,2341155,,1804558,41.45,Inhibition,%
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,2341443,,1804558,9.98,Inhibition,%
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],674663,Evans blue,1804558,-32.19,Inhibition,%
COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,2281417,,1804558,96.47,Inhibition,%
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,2341335,,1804558,-1.6,Inhibition,%
Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,2341102,,1804558,20.25,Inhibition,%
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,46073,Pentetic Acid,1804558,5.87,Inhibition,%
CC[C@H](C)C1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,2341229,,1804558,5.61,Inhibition,%
O=C(c1cccc(Cl)c1F)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1,2341048,,1804558,33.19,Inhibition,%
O=C1CCC[C@@H]2[C@@H]3CCCN4CCC[C@H](CN12)[C@@H]34,2341241,,1804558,-7.71,Inhibition,%
CCCCC1CCC(c2nc(-c3ccncc3)no2)CC1,2341296,,1804558,83.9,Inhibition,%
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.Cl,675728,,1804558,4.2,Inhibition,%
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(=O)CC(C)C)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,2341054,,1804558,-3.44,Inhibition,%
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(N)=O,2341098,,1804558,50.92,Inhibition,%
C=CC(C)(C)c1cc(C=CC(=O)c2ccc(O)cc2)c(OC)cc1O,2341175,,1804558,-12.47,Inhibition,%
CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,1117919,,1804558,21.3,Inhibition,%
CC(=NNc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1,2341138,,1804558,19.46,Inhibition,%
O=C(CCCS)NC1CCN(C(=O)COc2ccc(Cl)cc2Cl)CC1,2341069,,1804558,-8.63,Inhibition,%
C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)O,2341141,,1804558,36.3,Inhibition,%
CCCCCCCCCCCCCCCc1cccc(OCC(=O)NCCO)c1,2341093,,1804558,5.8,Inhibition,%
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,2341182,,1804558,-3.38,Inhibition,%
O=C(O)Cc1ccc(OCc2ccccc2)c(Cl)c1,2341302,,1804558,0.63,Inhibition,%
CCO[C@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(N)c(Cl)c1)C(C)(C)C,2341230,,1804558,-6.19,Inhibition,%
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,749476,,1804558,0.41,Inhibition,%
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,8873,,1804558,3.24,Inhibition,%
O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1,2341482,,1804558,1.89,Inhibition,%
COc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,1284842,,1804558,-4.78,Inhibition,%
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C,2341147,,1804558,-8.43,Inhibition,%
CCOC(=O)c1ccc(N(C)c2csc(-c3ccccc3)n2)cc1,2341522,,1804558,6.74,Inhibition,%
COc1ccc2[nH]c3c(-c4cccc5ccccc45)nccc3c2c1,2341240,,1804558,68.61,Inhibition,%
CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,2334768,,1804558,-6.52,Inhibition,%
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,479129,Ketotifen fumarate,1804558,2.84,Inhibition,%
CN1CCc2nc(C(=O)N[C@H]3C[C@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,2341074,,1804558,-1.98,Inhibition,%
C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,662577,,1804558,0.51,Inhibition,%
OCc1ccc(CO)o1,2341304,,1804558,5.65,Inhibition,%
C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@H]1O,2341202,,1804558,-11.41,Inhibition,%
COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,212538,,1804558,19.57,Inhibition,%
C[C@@H](O[C@H]1OCCN(Cc2nn[nH]c2CN(C)C)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2341305,,1804558,10.43,Inhibition,%
CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(C)=O,621723,,1804558,-1.7,Inhibition,%
CN(C)CCN1C(=O)c2cccc3cc(NC(N)=O)cc(c23)C1=O,2341401,,1804558,20.49,Inhibition,%
CCOc1nc2c(N)ncnc2n1CC,2341144,,1804558,-2.44,Inhibition,%
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@@H]1Cc3cc(OC)c(OC)cc31)CC2,2341142,,1804558,41.37,Inhibition,%
COc1cccc(-c2ccc([C@@H](Oc3cc(-c4ccc(C[C@H](N)C(=O)O)cc4)nc(N)n3)C(F)(F)F)cc2)c1,2341209,,1804558,19.96,Inhibition,%
CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,694860,Solithromycin,1804558,20.79,Inhibition,%
CC(=O)N[C@@H](CSSC[C@H](NC(C)=O)C(=O)O)C(=O)O,2341276,,1804558,0.36,Inhibition,%
O=C1C(=Cc2cccnc2)C(=O)c2ccccc21,2341022,,1804558,3.39,Inhibition,%
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1.O.O.O.O.O.O=S(=O)(O)O,1503088,Sparteine Sulfate,1804558,47.66,Inhibition,%
COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,1301682,,1804558,1.29,Inhibition,%
N#Cc1c(N)nc(SCC(N)=O)c(C#N)c1-c1ccc(OCC2CC2)cc1,2280976,,1804558,0.2,Inhibition,%
c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,2339596,,1804558,18.02,Inhibition,%
CCCC(=O)O[C@@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,2341091,,1804558,2.78,Inhibition,%
C[N@@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,2341084,,1804558,4.04,Inhibition,%
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2341523,,1804558,7.42,Inhibition,%
CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,2341014,,1804558,15.74,Inhibition,%
O=C1C=Cc2cc(Br)ccc2C1=O,2341466,,1804558,7.39,Inhibition,%
c1ccc(C2(c3ccccc3)CC2=C2NCCN2)cc1,2341238,,1804558,4.52,Inhibition,%
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@@H]1C(=O)O,2341387,,1804558,-0.09,Inhibition,%
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,454518,,1804558,48.43,Inhibition,%
Oc1ncc(F)cn1,2341036,,1804558,-2.52,Inhibition,%
O[C@H]1CC[C@H](Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,2282854,,1804558,6.39,Inhibition,%
CCS(=O)(=O)N(Cc1cccnc1)c1cccc(-c2ccc(C#N)cc2)c1,2341034,,1804558,88.99,Inhibition,%
C[C@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO,2341031,,1804558,3.58,Inhibition,%
CC1=NN(c2ccccc2)C(=O)C1,60371,Edaravone,1804558,4.46,Inhibition,%
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,497011,Spiramycin,1804558,3.45,Inhibition,%
CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC,2341362,,1804558,6.4,Inhibition,%
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(O)CO,2341019,,1804558,3.84,Inhibition,%
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,478786,,1804558,6.02,Inhibition,%
CCNC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(-c3ccccc3)nc(OC)c2C=O)cc1,2341464,,1804558,0.49,Inhibition,%
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)cc2o1,2341111,,1804558,-4.88,Inhibition,%
C[C@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,2341287,,1804558,-13.39,Inhibition,%
COc1ccccc1NC(=O)OCC1CCN(C(=O)OC(C)(C)C)CC1,2341256,,1804558,38.04,Inhibition,%
Cc1cc(/C=c2/sc3nc4ccccc4n3c2=O)c(C)n1-c1ccccc1,1406043,,1804558,16.53,Inhibition,%
CN(C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc21)[C@@H](CN1CCCC1)c1ccc(-c2cccc(C(N)=O)c2)cc1,2341577,,1804558,-9.99,Inhibition,%
CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(-c3csc4ccccc34)nc21,2341092,,1804558,6.78,Inhibition,%
Cc1ccc(C)c(-n2cnc3cc(C(=O)NCc4ccccc4Cl)ccc32)c1,2341516,,1804558,-8.47,Inhibition,%
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,2341072,,1804558,-8.32,Inhibition,%
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNCc1cccc(F)c1)C(C)(C)C)S(=O)(=O)c1cccc(N)c1,2341349,,1804558,-3.34,Inhibition,%
CC(=O)O.CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1.O,1926822,Ceftaroline fosamil acetate,1804558,1.03,Inhibition,%
CCNC(=O)C#Cc1ccc2c(c1)NC(=O)/C2=C(/Nc1ccc(CN(C)C)cc1)c1ccccc1,2341371,,1804558,-4.23,Inhibition,%
Cc1oc2ccccc2c1CNC(=O)NCc1cccs1,2341581,,1804558,-5.5,Inhibition,%
C[C@@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](O[C@@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](C)CO8)[C@H](C)[C@H]7[C@@]6(C)CC[C@H]54)C3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,2341575,,1804558,12.25,Inhibition,%
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3ccc(=N)n3CCO)CS[C@H]12)c1csc(N)n1,2341057,,1804558,8.64,Inhibition,%
O=C(Oc1cc(S(=O)(=O)c2ccccc2)ccc1[N+](=O)[O-])c1ccc(Cl)cc1,2341545,,1804558,-2.65,Inhibition,%
Cc1ncc(C)n2nc([C@@H]3C[C@H]3c3nc4c5cccnc5ccn4c3C)nc12,2341457,,1804558,-2.52,Inhibition,%
CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,2341198,,1804558,5.15,Inhibition,%
N#[N+]/C=C(\[O-])CC[C@H](N)C(=O)O,2341262,,1804558,23.52,Inhibition,%
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,398458,Rifamycin,1804558,-1.23,Inhibition,%
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)n3nc(-c4ccncc4)cc3n2)c1,2341163,,1804558,3.34,Inhibition,%
Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1,2341220,,1804558,37.88,Inhibition,%
CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21,2341146,,1804558,-0.59,Inhibition,%
COc1cc2c(cc1OC)CN(C(=O)/C=C/c1c(-c3ccccc3)n(C)c3ncccc13)CC2,2341475,,1804558,-7.61,Inhibition,%
Cc1ccc(S(=O)(=O)Cc2nc(-c3ccc(C(=O)NCc4cccnc4)cc3)oc2C)cc1,2341496,,1804558,-5.62,Inhibition,%
CCOC(=O)Nc1cc2c(c(N)n1)NC(c1ccccc1)=C(C)N2,2341594,,1804558,65.03,Inhibition,%
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,1449150,Erythromycin Estolate,1804558,-4.1,Inhibition,%
O=S(=O)(O)c1ccc(-c2c3nc(c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)O)cc4)c4nc(c(-c5ccc(S(=O)(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,368966,,1804558,9.41,Inhibition,%
O=C1c2cccnc2OC[C@@H]2CCCN12,2341288,,1804558,-8.6,Inhibition,%
O=C(O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C12CCCCC2,2341579,,1804558,12.91,Inhibition,%
CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC,2338508,,1804558,-2.29,Inhibition,%
Cc1ccc(=O)n(-c2ccc(O)cc2)c1,2335259,,1804558,-6.54,Inhibition,%
CN1CCN(C(=O)CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)CC1,2341167,,1804558,2.81,Inhibition,%
CC1(CN)Cc2ccccc2C1,2341380,,1804558,13.37,Inhibition,%
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,13569,,1804558,3.43,Inhibition,%
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,2335614,,1804558,8.48,Inhibition,%
CC[C@@H](c1ccc(F)c(F)c1)n1c(C(=O)OC)c(-c2ccno2)[nH]c1=S,2341316,,1804558,31.0,Inhibition,%
C=C1C[C@@]2(O)O[C@@]3(C[C@H]2C(C)C)[C@@H](C)CC[C@@H]13,2341438,,1804558,3.57,Inhibition,%
CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)[C@H]2O,2341446,,1804558,0.91,Inhibition,%
CC(=O)N(C)c1cc(-c2ccnc3c(C(=O)c4cccs4)cnn23)ccc1F,2341274,,1804558,2.33,Inhibition,%
COc1ccc2[nH]c3c([N+](=O)[O-])ccc4c3c(nn4CCCN(C)C)c2c1,194493,,1804558,-1.98,Inhibition,%
COc1cccc(-c2cc(NCc3ccc4c(c3)OCO4)nc(N)n2)c1,2341542,,1804558,44.33,Inhibition,%
C[C@]12CC[C@@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,2341028,,1804558,-9.19,Inhibition,%
O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)cc1,340572,,1804558,2.62,Inhibition,%
CC(=O)N[C@H]1[C@@H](OC(C)C)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,2341478,,1804558,25.67,Inhibition,%
CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O,2341195,,1804558,16.05,Inhibition,%
C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F,2341320,,1804558,8.29,Inhibition,%
COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O,2341501,,1804558,0.38,Inhibition,%
COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1,2341379,,1804558,7.74,Inhibition,%
COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)[C@H](C)c4ccc(F)cc4)cc3)cn2n1,2341112,,1804558,30.71,Inhibition,%
O=C(C=Cc1ccc2c(c1)OCO2)N1CCCCC1,2341328,,1804558,-4.69,Inhibition,%
COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1C,2341483,,1804558,2.99,Inhibition,%
COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccc(C(F)(F)F)cc1,2341469,,1804558,-8.38,Inhibition,%
CCOC(=O)c1ccccc1OC(=O)CCCCCCCC(=O)Oc1ccccc1C(=O)OCC,2341424,,1804558,-2.59,Inhibition,%
CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)[C@@H]2O,2341242,,1804558,15.49,Inhibition,%
CCCSc1nc(N[C@@H]2C[C@@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@H](O)[C@H]3O)c2n1,2341116,,1804558,-6.01,Inhibition,%
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],1078476,,1804558,-2.66,Inhibition,%
